id,t,lwage,exp,exp2,wks,ed
581,3,6.89264,10,100,41,17
581,4,6.95655,11,121,34,17
581,5,6.95655,12,144,50,17
581,6,7.18917,13,169,40,17
581,7,7.28619,14,196,38,17
582,1,5.70378,2,4,47,12
582,2,6.1181,3,9,31,12
582,3,6.39693,4,16,45,12
582,4,6.72743,5,25,51,12
582,5,6.78784,6,36,49,12
582,6,6.91771,7,49,50,12
582,7,6.96224,8,64,51,12
583,1,6.29342,7,49,50,12
583,2,6.51323,8,64,50,12
583,3,6.64898,9,81,46,12
583,4,6.88346,10,100,47,12
583,5,7.04752,11,121,43,12
583,6,7.1293,12,144,44,12
583,7,7.16858,13,169,47,12
584,1,6.21461,5,25,52,12
584,2,6.30992,6,36,51,12
584,3,6.65286,7,49,49,12
584,4,6.53233,8,64,50,12
584,5,6.60259,9,81,49,12
584,6,6.70073,10,100,50,12
584,7,6.65286,11,121,50,12
585,1,6.55108,5,25,50,16
585,2,6.58617,6,36,51,16
585,3,6.68461,7,49,48,16
585,4,6.77992,8,64,51,16
585,5,6.90776,9,81,48,16
585,6,7.05704,10,100,50,16
585,7,7.02731,11,121,49,16
586,1,5.68698,14,196,51,10
586,2,5.70378,15,225,51,10
586,3,5.84354,16,256,51,10
586,4,5.99146,17,289,51,10
586,5,6.06379,18,324,51,10
586,6,6.10925,19,361,50,10
586,7,5.99146,20,400,30,10
587,1,6.61874,12,144,50,12
587,2,6.70319,13,169,50,12
587,3,6.78897,14,196,49,12
587,4,6.88449,15,225,49,12
587,5,7.07834,16,256,48,12
587,6,7.11883,17,289,48,12
587,7,7.17931,18,324,48,12
588,1,5.43808,1,1,51,16
588,2,5.92693,2,4,50,16
588,3,6.05209,3,9,49,16
588,4,6.10702,4,16,49,16
588,5,6.57786,5,25,49,16
588,6,6.35611,6,36,50,16
588,7,6.80239,7,49,50,16
589,1,6.66696,31,961,48,12
589,2,6.73697,32,1024,47,12
589,3,6.80461,33,1089,46,12
589,4,6.87523,34,1156,47,12
589,5,6.95081,35,1225,47,12
589,6,7.07834,36,1296,46,12
589,7,7.17012,37,1369,46,12
590,1,6.33683,3,9,44,12
590,2,6.53379,4,16,45,12
590,3,6.62007,5,25,44,12
590,4,6.59304,6,36,43,12
590,5,6.81124,7,49,44,12
590,6,6.81344,8,64,43,12
590,7,6.87005,9,81,44,12
591,1,6.46459,34,1156,46,8
591,2,6.47697,35,1225,46,8
591,3,6.60935,36,1296,42,8
591,4,6.55108,37,1369,38,8
591,5,6.77079,38,1444,46,8
591,6,6.85646,39,1521,45,8
591,7,6.85646,40,1600,46,8
592,1,6.49979,6,36,15,13
592,2,6.51619,7,49,47,13
592,3,6.65157,8,64,49,13
592,4,6.76849,9,81,47,13
592,5,6.83841,10,100,50,13
592,6,6.86797,11,121,49,13
592,7,7.06133,12,144,47,13
593,1,5.29832,10,100,39,8
593,2,5.4161,11,121,48,8
593,3,5.4161,12,144,40,8
593,4,5.4161,13,169,29,8
593,5,5.70378,14,196,40,8
593,6,5.70378,15,225,48,8
593,7,5.67675,16,256,40,8
594,1,6.42487,7,49,49,12
594,2,6.48004,8,64,48,12
594,3,6.57368,9,81,48,12
594,4,6.69084,10,100,48,12
594,5,6.78672,11,121,45,12
594,6,6.91968,12,144,49,12
594,7,7.04752,13,169,47,12
595,1,5.68698,1,1,52,12
595,2,5.85793,2,4,50,12
595,3,5.95324,3,9,50,12
595,4,6.06379,4,16,49,12
595,5,6.21461,5,25,50,12
595,6,6.29157,6,36,50,12
595,7,6.37161,7,49,50,12
